Item,Date,Warehouse,Source,Old Stock,Sh Quantity,Different,Shipment Stock,Scrap,Ofd,Return,Delivered ,All Stock,Shipment Code,Ofd D,Branch Scrap,Closeed Scrap
Peach Baladi,6-Jun,Qatar ????,Egypt,0 ,26 ,(1),25 ,0,25 ,4 ,21 ,4 ,2026-QTR-05-010,One,,
Peach Sugary,6-Jun,Qatar ????,Egypt,0 ,65 ,0 ,65 ,0,58 ,8 ,50 ,15 ,2026-QTR-05-010,One,,
Graps White,6-Jun,Qatar ????,Egypt,0 ,29 ,0 ,29 ,0,27 ,3 ,24 ,5 ,2026-QTR-05-010,One,,
Graps red,6-Jun,Qatar ????,Egypt,0 ,37 ,0 ,37 ,0,37 ,7 ,30 ,7 ,2026-QTR-05-010,One,,
Cantaloupe,6-Jun,Qatar ????,Egypt,0 ,67 ,0 ,67 ,1,64 ,10 ,54 ,12 ,2026-QTR-05-010,One,,
Apricot Amar,6-Jun,Qatar ????,Egypt,0 ,72 ,0 ,72 ,0,62 ,11 ,51 ,21 ,2026-QTR-05-010,One,,
Plum Hollywood,7-Jun,Qatar ????,Egypt,9 ,0 ,0 ,0 ,0,9 ,0 ,9 ,0 ,2026-QTR-05-010,Two,,
Watermelon,7-Jun,Qatar ????,Egypt,162 ,0 ,0 ,0 ,5,55 ,3 ,52 ,105 ,2026-QTR-05-010,Two,,
Peach Baladi,7-Jun,Qatar ????,Egypt,4 ,0 ,0 ,0 ,0,4 ,0 ,4 ,0 ,2026-QTR-05-010,Two,,
Peach Sugary,7-Jun,Qatar ????,Egypt,15 ,0 ,0 ,0 ,0,11 ,1 ,10 ,5 ,2026-QTR-05-010,Two,,
Graps White,7-Jun,Qatar ????,Egypt,5 ,0 ,0 ,0 ,0,5 ,0 ,5 ,0 ,2026-QTR-05-010,Two,,
Graps red,7-Jun,Qatar ????,Egypt,7 ,0 ,0 ,0 ,0,6 ,0 ,6 ,1 ,2026-QTR-05-010,Two,,
Cantaloupe,7-Jun,Qatar ????,Egypt,12 ,0 ,0 ,0 ,0,12 ,1 ,11 ,1 ,2026-QTR-05-010,Two,,
Apricot Amar,7-Jun,Qatar ????,Egypt,21 ,0 ,0 ,0 ,1,10 ,1 ,9 ,11 ,2026-QTR-05-010,Two,,
Plum Hollywood,8-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Three,,
Watermelon,8-Jun,Qatar ????,Egypt,105 ,0 ,0 ,0 ,0,6 ,0 ,6 ,99 ,2026-QTR-05-010,Three,,
Peach Baladi,8-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Three,,
Peach Sugary,8-Jun,Qatar ????,Egypt,5 ,0 ,0 ,0 ,1,2 ,0 ,2 ,2 ,2026-QTR-05-010,Three,,
Graps White,8-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Three,,
Graps red,8-Jun,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-05-010,Three,,
Cantaloupe,8-Jun,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-05-010,Three,,
Apricot Amar,8-Jun,Qatar ????,Egypt,11 ,0 ,0 ,0 ,0,1 ,0 ,1 ,10 ,2026-QTR-05-010,Three,,
Plum Hollywood,9-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Four,,
Watermelon,9-Jun,Qatar ????,Egypt,99 ,0 ,0 ,0 ,0,4 ,0 ,4 ,95 ,2026-QTR-05-010,Four,,
Peach Baladi,9-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Four,,
Peach Sugary,9-Jun,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-QTR-05-010,Four,,
Graps White,9-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Four,,
Graps red,9-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Four,,
Cantaloupe,9-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Four,,
Apricot Amar,9-Jun,Qatar ????,Egypt,10 ,0 ,0 ,0 ,1,1 ,0 ,1 ,8 ,2026-QTR-05-010,Four,,
Plum Hollywood,10-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Five,,
Watermelon,10-Jun,Qatar ????,Egypt,95 ,0 ,0 ,0 ,0,8 ,0 ,8 ,87 ,2026-QTR-05-010,Five,,
Peach Baladi,10-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Five,,
Peach Sugary,10-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Five,,
Graps White,10-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Five,,
Graps red,10-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Five,,
Cantaloupe,10-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Five,,
Apricot Amar,10-Jun,Qatar ????,Egypt,8 ,0 ,0 ,0 ,0,3 ,0 ,3 ,5 ,2026-QTR-05-010,Five,,
Plum Hollywood,11-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Six,,
Watermelon,11-Jun,Qatar ????,Egypt,87 ,0 ,0 ,0 ,2,5 ,0 ,5 ,80 ,2026-QTR-05-010,Six,,
Peach Baladi,11-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Six,,
Peach Sugary,11-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Six,,
Graps White,11-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Six,,
Graps red,11-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Six,,
Cantaloupe,11-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Six,,
Apricot Amar,11-Jun,Qatar ????,Egypt,5 ,0 ,0 ,0 ,4,0 ,0 ,0 ,1 ,2026-QTR-05-010,Six,,
Plum Hollywood,12-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Seven,,
Watermelon,12-Jun,Qatar ????,Egypt,80 ,0 ,0 ,0 ,37,2 ,0 ,2 ,41 ,2026-QTR-05-010,Seven,,
Peach Baladi,12-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Seven,,
Peach Sugary,12-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Seven,,
Graps White,12-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Seven,,
Graps red,12-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Seven,,
Cantaloupe,12-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-010,Seven,,
Apricot Amar,12-Jun,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-05-010,Seven,,
Plum Hollywood,17-Jun,Qatar ????,Egypt,0 ,14 ,0 ,14 ,1,10 ,1 ,9 ,4 ,2026-QTR-06-011,One,,
Watermelon,17-Jun,Qatar ????,Qatar,41 ,27 ,0 ,27 ,4,64 ,3 ,61 ,3 ,2026-QTR-06-011,One,,
Peach Baladi,17-Jun,Qatar ????,Egypt,0 ,16 ,0 ,16 ,0,12 ,2 ,10 ,6 ,2026-QTR-06-011,One,,
Peach Sugary,17-Jun,Qatar ????,Egypt,0 ,30 ,0 ,30 ,1,24 ,3 ,21 ,8 ,2026-QTR-06-011,One,,
Mango White Sugar,17-Jun,Qatar ????,Egypt,0 ,42 ,0 ,42 ,2,40 ,3 ,37 ,3 ,2026-QTR-06-011,One,,
Mango Sediqa ,17-Jun,Qatar ????,Egypt,0 ,184 ,(2),182 ,3,152 ,4 ,148 ,31 ,2026-QTR-06-011,One,,
Graps White,17-Jun,Qatar ????,Egypt,0 ,24 ,0 ,24 ,0,17 ,1 ,16 ,8 ,2026-QTR-06-011,One,,
Graps red,17-Jun,Qatar ????,Egypt,0 ,27 ,0 ,27 ,0,22 ,1 ,21 ,6 ,2026-QTR-06-011,One,,
Cantaloupe,17-Jun,Qatar ????,Egypt,0 ,57 ,0 ,57 ,1,45 ,4 ,41 ,15 ,2026-QTR-06-011,One,,
Apricot Amar,17-Jun,Qatar ????,Egypt,0 ,26 ,0 ,26 ,0,19 ,2 ,17 ,9 ,2026-QTR-06-011,One,,
Plum Hollywood,18-Jun,Qatar ????,Egypt,4 ,0 ,0 ,0 ,0,1 ,0 ,1 ,3 ,2026-QTR-06-011,Two,,
Watermelon,18-Jun,Qatar ????,Qatar,3 ,0 ,0 ,0 ,1,2 ,0 ,2 ,0 ,2026-QTR-06-011,Two,,
Peach Baladi,18-Jun,Qatar ????,Egypt,6 ,0 ,0 ,0 ,0,1 ,1 ,0 ,6 ,2026-QTR-06-011,Two,,
Peach Sugary,18-Jun,Qatar ????,Egypt,8 ,0 ,0 ,0 ,0,1 ,0 ,1 ,7 ,2026-QTR-06-011,Two,,
Mango White Sugar,18-Jun,Qatar ????,Egypt,3 ,0 ,0 ,0 ,1,3 ,1 ,2 ,0 ,2026-QTR-06-011,Two,,
Mango Sediqa ,18-Jun,Qatar ????,Egypt,31 ,0 ,0 ,0 ,0,12 ,1 ,11 ,20 ,2026-QTR-06-011,Two,,
Graps White,18-Jun,Qatar ????,Egypt,8 ,0 ,0 ,0 ,0,0 ,0 ,0 ,8 ,2026-QTR-06-011,Two,,
Graps red,18-Jun,Qatar ????,Egypt,6 ,0 ,0 ,0 ,0,0 ,0 ,0 ,6 ,2026-QTR-06-011,Two,,
Cantaloupe,18-Jun,Qatar ????,Egypt,15 ,0 ,0 ,0 ,0,6 ,3 ,3 ,12 ,2026-QTR-06-011,Two,,
Apricot Amar,18-Jun,Qatar ????,Egypt,9 ,0 ,0 ,0 ,0,0 ,0 ,0 ,9 ,2026-QTR-06-011,Two,,
Plum Hollywood,19-Jun,Qatar ????,Egypt,3 ,0 ,0 ,0 ,0,1 ,0 ,1 ,2 ,2026-QTR-06-011,Three,,
Watermelon,19-Jun,Qatar ????,Qatar,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-06-011,Three,,
Peach Baladi,19-Jun,Qatar ????,Egypt,6 ,0 ,0 ,0 ,0,1 ,0 ,1 ,5 ,2026-QTR-06-011,Three,,
Peach Sugary,19-Jun,Qatar ????,Egypt,7 ,0 ,0 ,0 ,0,4 ,0 ,4 ,3 ,2026-QTR-06-011,Three,,
Mango White Sugar,19-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-06-011,Three,,
Mango Sediqa ,19-Jun,Qatar ????,Egypt,20 ,0 ,0 ,0 ,1,11 ,2 ,9 ,10 ,2026-QTR-06-011,Three,,
Graps White,19-Jun,Qatar ????,Egypt,8 ,0 ,0 ,0 ,0,2 ,1 ,1 ,7 ,2026-QTR-06-011,Three,,
Graps red,19-Jun,Qatar ????,Egypt,6 ,0 ,0 ,0 ,0,4 ,0 ,4 ,2 ,2026-QTR-06-011,Three,,
Cantaloupe,19-Jun,Qatar ????,Egypt,12 ,0 ,0 ,0 ,0,3 ,0 ,3 ,9 ,2026-QTR-06-011,Three,,
Apricot Amar,19-Jun,Qatar ????,Egypt,9 ,0 ,0 ,0 ,0,2 ,0 ,2 ,7 ,2026-QTR-06-011,Three,,
Plum Hollywood,20-Jun,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,1 ,0 ,1 ,1 ,2026-QTR-06-011,four,,
Watermelon,20-Jun,Qatar ????,Qatar,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-06-011,four,,
Peach Baladi,20-Jun,Qatar ????,Egypt,5 ,0 ,0 ,0 ,1,2 ,0 ,2 ,2 ,2026-QTR-06-011,four,,
Peach Sugary,20-Jun,Qatar ????,Egypt,3 ,0 ,0 ,0 ,0,1 ,0 ,1 ,2 ,2026-QTR-06-011,four,,
Mango White Sugar,20-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-06-011,four,,
Mango Sediqa ,20-Jun,Qatar ????,Egypt,10 ,0 ,0 ,0 ,0,10 ,2 ,8 ,2 ,2026-QTR-06-011,four,,
Graps White,20-Jun,Qatar ????,Egypt,7 ,0 ,0 ,0 ,0,1 ,0 ,1 ,6 ,2026-QTR-06-011,four,,
Graps red,20-Jun,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,1 ,0 ,1 ,1 ,2026-QTR-06-011,four,,
Cantaloupe,20-Jun,Qatar ????,Egypt,9 ,0 ,0 ,0 ,0,3 ,0 ,3 ,6 ,2026-QTR-06-011,four,,
